Temperature,Clearsky DHI,Clearsky DNI,Relative Humidity,Wind Speed,DNI,Cloud Type,Clearsky GHI,DHI,GHI,Solar Zenith Angle
24.9,0,0,43.64,1.7,0,0,0,0,0,120.91
24.2,0,0,45.53,1.6,0,0,0,0,0,132.95
23.6,0,0,47.08,1.6,0,0,0,0,0,143.23
22.9,0,0,48.78,1.6,0,0,0,0,0,149.84
22.3,0,0,50.14,1.7,0,0,0,0,0,150.2
22.1,0,0,50.18,1.7,0,0,0,0,0,144.11
21.2,0,0,52.32,1.9,0,0,0,0,0,134.1
20.7,0,0,53.34,2.1,0,0,0,0,0,122.18
20.2,0,0,54.62,2,0,0,0,0,0,109.37
20.1,0,0,55.2,2.3,0,0,0,0,0,96.11
21.3,57,94,52.19,3.1,94,0,69,57,69,82.57
23.9,146,394,46.75,3.6,394,0,286,146,286,69.23
26.9,197,570,41.55,3.8,570,0,515,197,515,56.06
29.1,229,670,35.36,3.8,670,0,715,229,715,43.49
30.6,249,728,30.93,3.8,728,0,864,249,864,32.36
31.7,252,763,27.88,3.8,763,0,944,252,944,24.8
32.5,251,765,25.57,3.8,765,0,948,251,948,24.43
32.9,242,743,24.19,3.8,743,0,876,242,876,31.51
32.8,223,693,23.83,3.9,693,0,735,223,735,42.45
32.4,192,600,24.05,3.9,600,0,537,192,537,54.95
31.3,145,439,25.35,3.5,439,0,309,145,309,68.09
29.2,66,144,28.43,2.6,144,0,87,66,87,81.45
27.2,0,0,31.92,2.1,0,0,0,0,0,94.99
26.3,0,0,33.19,2.3,0,0,0,0,0,108.29
25.5,0,0,33.73,2.5,0,0,0,0,0,121.2
24.6,0,0,34.06,2.6,0,0,0,0,0,133.27
23.6,0,0,34.76,2.5,0,0,0,0,0,143.6
22.7,0,0,35.94,2.4,0,0,0,0,0,150.24
21.8,0,0,37.66,2.2,0,0,0,0,0,150.56
21.4,0,0,38.44,2.1,0,0,0,0,0,144.38
20.4,0,0,40.75,2,0,0,0,0,0,134.29
19.8,0,0,42.18,1.9,0,0,0,0,0,122.32
19.2,0,0,43.81,1.9,0,0,0,0,0,109.48
19.2,0,0,44.37,2.2,0,0,0,0,0,96.21
20.4,53,201,42.88,3.1,201,0,78,53,78,82.66
23,115,536,39.37,3.7,536,0,305,115,305,69.32
26.7,152,695,35.66,4,695,0,539,152,539,56.18
29.7,178,779,28.09,4.4,779,0,741,178,741,43.65
31.2,195,824,23.96,4.6,824,0,888,195,888,32.59
32.1,200,848,21.82,4.8,848,0,968,200,968,25.14
32.7,199,848,20.28,5.1,848,0,969,199,969,24.82
33,192,829,19.2,5.4,829,0,896,192,896,31.87
32.9,179,782,18.55,5.7,782,0,753,179,753,42.76
32.3,155,704,18.52,5.9,704,0,556,155,556,55.22
31.1,119,548,19.32,5.5,548,0,322,119,322,68.34
28.8,60,216,21.94,4.1,216,0,91,60,91,81.69
26.7,0,0,25.19,3.2,0,0,0,0,0,95.24
25.6,0,0,27.73,3.4,0,0,0,0,0,108.56
24.7,0,0,30.34,3.5,0,0,0,0,0,121.48
23.8,0,0,33.07,3.4,0,0,0,0,0,133.59
23,0,0,35.49,3.3,0,0,0,0,0,143.96
22.1,0,0,37.99,3.1,0,0,0,0,0,150.63
21.4,0,0,39.88,2.9,0,0,0,0,0,150.91
21,0,0,41.04,2.9,0,0,0,0,0,144.64
20.1,0,0,43.85,2.8,0,0,0,0,0,134.47
19.6,0,0,46.75,2.9,0,0,0,0,0,122.46
19.1,0,0,51.46,3,0,0,0,0,0,109.58
19,0,0,56.14,3.2,0,0,0,0,0,96.3
20.1,57,97,56.17,3.9,97,0,69,57,69,82.75
22.9,141,426,49.13,4.4,426,0,291,141,291,69.42
26.2,183,619,39.87,4.7,619,0,526,183,526,56.3
28.8,206,726,32.02,4.8,726,0,730,206,730,43.81
30.4,219,785,27.26,4.7,785,0,879,219,879,32.83
31.4,227,809,24.6,4.6,809,0,957,227,957,25.48
32.2,224,811,22.55,4.6,811,0,958,224,958,25.22
32.6,213,792,21.14,4.6,792,0,883,213,883,32.23
32.5,197,746,20.41,4.6,746,0,742,197,742,43.06
32,169,662,20.25,4.6,662,0,544,169,544,55.5
30.8,127,506,20.95,4,506,0,312,127,312,68.6
28.3,60,193,23.39,2.9,193,0,87,60,87,81.94
26.1,0,0,25.78,2.3,0,0,0,0,0,95.5
25.1,0,0,26.6,2.5,0,0,0,0,0,108.82
24.2,0,0,27.73,2.7,0,0,0,0,0,121.77
23.3,0,0,29.66,2.8,0,0,0,0,0,133.91
22.4,0,0,32.49,2.7,0,0,0,0,0,144.33
21.6,0,0,35.75,2.6,0,0,0,0,0,151.03
20.9,0,0,38.97,2.4,0,0,0,0,0,151.27
20.6,0,0,41.01,2.3,0,0,0,0,0,144.91
19.8,0,0,43.95,2.1,0,0,0,0,0,134.66
19.3,0,0,45.79,2.1,0,0,0,0,0,122.6
18.7,0,0,47.73,2,0,0,0,0,0,109.69
18.7,0,0,47.9,2.2,0,0,0,0,0,96.39
20.1,47,239,44.27,3.1,239,0,77,47,77,82.84
22.6,100,580,38.53,3.7,580,0,303,100,303,69.52
25.9,130,731,33.41,4.2,731,0,535,130,535,56.42
28.8,152,808,27.4,4.7,808,0,734,152,734,43.97
30.4,168,848,23.92,4.7,848,0,878,168,878,33.07
31.5,183,855,21.82,4.7,855,0,952,183,952,25.82
32.3,183,853,20.24,4.6,853,0,952,183,952,25.62
32.8,178,831,19.12,4.6,831,0,878,178,878,32.58
32.9,167,782,18.53,4.5,782,0,736,167,736,43.37
32.4,146,696,18.65,4.6,696,0,538,146,538,55.77
31.2,113,535,19.64,4.1,535,0,306,113,306,68.86
28.7,55,203,22.4,3,203,0,82,55,82,82.19
26.6,0,0,25.22,2.8,0,0,0,0,0,95.75
25.8,0,0,26.69,3.4,0,0,0,0,0,109.08
25,0,0,29.08,4,0,0,0,0,0,122.05
24.1,0,0,32.69,4.3,0,0,0,0,0,134.22
23.3,0,0,36.55,4.2,0,0,0,0,0,144.69
22.6,0,0,39.44,3.8,0,0,0,0,0,151.43
22,0,0,41,3.5,0,0,0,0,0,151.63
21.7,0,0,41.2,3.3,0,0,0,0,0,145.17
20.9,0,0,42.3,3.2,0,0,0,0,0,134.84
20.3,0,0,42.87,3.2,0,0,0,0,0,122.73
19.8,0,0,43.4,3.2,0,0,0,0,0,109.8
19.5,0,0,43.96,3.5,0,0,0,0,0,96.49
20.4,49,195,42.19,4.2,195,0,73,49,73,82.93
23,108,534,37.68,4.9,534,0,294,108,294,69.62
26.2,142,695,33.38,5.6,695,0,525,142,525,56.54
28.6,166,778,28.31,6,778,0,724,166,724,44.14
30.1,184,818,25.33,6,818,0,868,184,868,33.31
31.3,194,835,22.86,6,835,0,943,194,943,26.17
32.2,196,832,20.84,6.1,832,0,944,196,944,26.01
32.7,192,807,19.42,6.2,807,0,870,192,870,32.94
32.7,181,755,18.72,6.3,755,0,727,181,727,43.68
32.1,161,658,18.74,6.4,658,0,528,161,528,56.05
30.8,126,480,19.68,6,480,0,297,126,297,69.12
28.6,57,149,22.16,4.8,149,0,77,57,77,82.44
26.5,0,0,25.49,3.9,0,0,0,0,0,96
25.3,0,0,28.65,3.9,0,0,0,0,0,109.35
24.3,0,0,32.45,3.7,0,0,0,0,0,122.33
23.4,0,0,36.56,3.4,0,0,0,0,0,134.54
22.6,0,0,40.16,3.1,0,0,0,0,0,145.05
21.9,0,0,42.9,2.9,0,0,0,0,0,151.83
21.3,0,0,45.05,2.8,0,0,0,0,0,151.98
21.1,0,0,45.93,2.8,0,0,0,0,0,145.43
20.2,0,0,48.78,3,0,0,0,0,0,135.02
19.6,0,0,50.9,3.1,0,0,0,0,0,122.86
19,0,0,53.43,3,0,0,0,0,0,109.9
18.8,0,0,55.4,3.3,0,0,0,0,0,96.58
19.7,50,189,54.64,4,189,0,73,50,73,83.02
22.1,111,529,50.14,4.9,529,0,295,111,295,69.72
25,148,688,45.7,6.1,688,0,526,148,526,56.67
27.5,173,770,39.39,6.9,770,0,724,173,724,44.31
29.3,190,817,34.34,7.2,817,0,870,190,870,33.55
30.6,196,839,29.65,7.1,839,0,947,196,947,26.52
31.5,195,843,25.49,7,843,0,951,195,951,26.41
32,188,826,22.29,6.9,826,0,879,188,879,33.3
31.9,176,776,20.28,6.8,776,0,734,176,734,43.99
31.3,153,691,19.56,6.6,691,0,537,153,537,56.33
30,117,527,20.37,5.9,527,0,303,117,303,69.38
27.7,54,195,23.31,4.4,195,0,79,54,79,82.69
25.6,0,0,27.24,3.7,0,0,0,0,0,96.26
24.7,0,0,30.04,4,0,0,0,0,0,109.61
23.8,0,0,33.22,4.2,0,0,0,0,0,122.61
23,0,0,36.35,4.2,0,0,0,0,0,134.86
22.2,0,0,39.41,4,0,0,0,0,0,145.41
21.5,0,0,42.06,3.9,0,0,0,0,0,152.23
20.9,0,0,44.45,4,0,0,0,0,0,152.34
20.6,0,0,46.89,4,0,0,0,0,0,145.68
19.9,0,0,53.66,4.2,0,0,0,0,0,135.2
19.4,0,0,64.19,4.2,0,0,0,0,0,123
18.9,0,0,75.74,4.1,0,0,0,0,0,110.01
18.6,0,0,84.04,4.1,0,0,0,0,0,96.67
19.4,52,134,83.55,4.7,134,0,69,52,69,83.11
21.6,125,473,74.99,5.5,473,0,288,125,288,69.82
24.1,162,653,62.28,6,653,0,520,162,520,56.79
26.7,185,752,48.74,6.4,752,0,722,185,722,44.48
28.8,201,800,39.71,6.6,800,0,866,201,866,33.8
30.1,209,823,35.02,6.4,823,0,942,209,942,26.87
30.9,206,827,31.8,6.2,827,0,944,206,944,26.81
31.4,196,810,29.21,5.9,810,0,870,196,870,33.66
31.4,180,764,27.58,5.8,764,0,726,180,726,44.3
31,155,679,26.92,5.6,679,0,529,155,529,56.61
29.8,119,508,27.97,4.9,508,0,295,119,295,69.64
27.6,53,156,31.33,3.7,156,0,72,53,72,82.94
25.8,0,0,34.89,3.2,0,0,0,0,0,96.51
25,0,0,36.66,3.8,0,0,0,0,0,109.87
24.2,0,0,38.5,4.2,0,0,0,0,0,122.9
23.3,0,0,40.42,4.3,0,0,0,0,0,135.17
22.5,0,0,41.97,4.2,0,0,0,0,0,145.78
21.6,0,0,43.84,4.1,0,0,0,0,0,152.62
20.9,0,0,45.88,3.9,0,0,0,0,0,152.69
20.5,0,0,48.86,3.9,0,0,0,0,0,145.94
19.5,0,0,56.56,3.5,0,0,0,0,0,135.38
18.8,0,0,65.04,3,0,0,0,0,0,123.13
18.1,0,0,73.89,2.7,0,0,0,0,0,110.12
17.8,0,0,80,2.9,0,0,0,0,0,96.77
18.7,52,115,78.69,3.6,115,0,66,52,66,83.2
20.8,126,471,72.04,4.4,471,0,287,126,287,69.93
23.4,159,672,61.09,4.8,672,0,525,159,525,56.92
25.7,172,785,48.43,5.4,785,0,731,172,731,44.65
27.6,178,846,38.35,5.8,846,0,879,178,879,34.05
29,179,878,32.4,5.9,878,0,960,179,960,27.22
29.9,176,882,28.65,5.9,882,0,961,176,961,27.21
30.4,168,864,26.23,5.9,864,0,884,168,884,34.02
30.5,156,816,24.83,5.8,816,0,738,156,738,44.62
30.1,135,733,24.58,5.6,733,0,536,135,536,56.88
28.9,103,571,25.96,4.7,571,0,300,103,300,69.9
26.6,48,213,29.78,3.3,213,0,73,48,73,83.18
24.5,0,0,34.27,2.7,0,0,0,0,0,96.76
23.7,0,0,36.49,3,0,0,0,0,0,110.13
22.9,0,0,38.99,3.2,0,0,0,0,0,123.18
22.1,0,0,41.78,3.3,0,0,0,0,0,135.48
21.3,0,0,44.85,3.3,0,0,0,0,0,146.14
20.6,0,0,47.75,3.3,0,0,0,0,0,153.02
20,0,0,50.24,3.4,0,0,0,0,0,153.05
19.7,0,0,51.69,3.5,0,0,0,0,0,146.19
19,0,0,54.51,3.8,0,0,0,0,0,135.55
18.4,0,0,57.65,3.8,0,0,0,0,0,123.26
17.8,0,0,62.25,3.6,0,0,0,0,0,110.22
17.5,0,0,67.49,3.6,0,0,0,0,0,96.86
18.4,52,104,68.96,3.9,104,0,64,52,64,83.3
20.7,135,429,65.17,4.2,429,0,281,135,281,70.03
23.8,180,612,57.2,4.4,612,0,513,180,513,57.05
26.7,206,720,45.22,4.6,720,0,717,206,717,44.83
28.7,216,784,35.39,4.6,784,0,864,216,864,34.31
29.9,221,816,30.28,4.6,816,0,944,221,944,27.58
30.8,210,833,26.29,4.7,833,0,948,210,948,27.61
31.3,193,826,23.21,4.9,826,0,874,193,874,34.38
31.4,167,803,21.01,5.1,803,0,735,167,735,44.93
30.9,138,737,19.84,5.2,737,0,537,138,537,57.17
29.5,101,588,19.99,4.5,588,0,301,101,301,70.16
26.7,46,235,22.65,3.1,235,0,73,46,73,83.43
24.3,0,0,26.16,2.7,0,0,0,0,0,97.01
23.3,0,0,28.47,2.9,0,0,0,0,0,110.39
22.3,0,0,31.42,3,0,0,0,0,0,123.45
21.3,0,0,34.89,3,0,0,0,0,0,135.79
20.4,0,0,38.23,2.8,0,0,0,0,0,146.5
19.5,0,0,41.44,2.5,0,0,0,0,0,153.42
18.8,0,0,43.97,2.2,0,0,0,0,0,153.4
18.4,0,0,45.49,2.1,0,0,0,0,0,146.44
17.5,0,0,48.33,1.9,0,0,0,0,0,135.73
17,0,0,50.04,1.8,0,0,0,0,0,123.39
16.5,0,0,51.61,1.7,0,0,0,0,0,110.33
16.4,0,0,51.78,1.5,0,0,0,0,0,96.96
18.2,38,376,46,2.1,376,0,82,38,82,83.39
21.2,73,734,38.05,2.7,734,0,323,73,323,70.14
24.6,91,875,30.8,3,875,0,566,91,566,57.19
27.7,103,945,23.53,3.7,945,0,771,103,771,45.01
29.5,111,975,19.51,3.9,975,0,913,111,913,34.57
31.1,116,988,16.7,4,988,0,989,116,989,27.93
32.3,118,986,14.72,4.1,986,0,988,118,988,28.01
33,115,963,13.5,4.2,963,0,906,115,906,34.75
33.3,110,919,12.91,4.3,919,0,757,110,757,45.24
33,98,838,13.1,4.2,838,0,549,98,549,57.45
31.1,78,682,14.91,3.1,682,0,306,78,306,70.42
27.9,38,312,18.6,1.8,312,0,73,38,73,83.68
25.7,0,0,22.06,1.5,0,0,0,0,0,97.26
24.9,0,0,24.05,1.5,0,0,0,0,0,110.65
24.2,0,0,26.08,1.5,0,0,0,0,0,123.73
23.6,0,0,28.09,1.5,0,0,0,0,0,136.1
23,0,0,30.21,1.4,0,0,0,0,0,146.85
22.6,0,0,31.96,1.4,0,0,0,0,0,153.82
22.3,0,0,33.4,1.4,0,0,0,0,0,153.75
22.1,0,0,34.56,1.3,0,0,0,0,0,146.69
21.7,0,0,36.02,1.2,0,0,0,0,0,135.9
21.3,0,0,37.39,1.2,0,0,0,0,0,123.52
20.7,0,0,39.2,1.2,0,0,0,0,0,110.43
20.2,0,0,40.71,1.2,0,0,0,0,0,97.05
21.6,47,167,37.55,2,167,0,66,47,66,83.49
24.3,110,520,31.91,2.8,520,0,285,110,285,70.25
27.7,147,686,26.07,2.7,686,0,517,147,517,57.32
31.2,171,775,22.29,2.5,775,0,717,171,717,45.2
33.2,187,821,20.02,2.5,821,0,861,187,861,34.83
34.5,201,831,18.08,2.7,831,0,933,201,933,28.29
35.4,202,829,16.64,2.9,829,0,931,202,931,28.41
35.8,196,805,15.78,3,805,0,854,196,854,35.11
35.8,183,748,15.34,3.3,748,0,707,183,707,45.56
35.3,159,652,15.37,3.4,652,0,507,159,507,57.73
33.4,120,467,16.79,2.6,467,0,274,120,274,70.68
30.2,45,106,20.08,1.7,106,0,57,45,57,83.93
27.9,0,0,23.28,1.7,0,0,0,0,0,97.51
26.8,0,0,25.66,1.8,0,0,0,0,0,110.9
25.8,0,0,28.66,1.8,0,0,0,0,0,124.01
24.8,0,0,32.29,1.8,0,0,0,0,0,136.41
23.9,0,0,36.12,1.8,0,0,0,0,0,147.21
23.1,0,0,39.74,1.7,0,0,0,0,0,154.22
22.4,0,0,42.89,1.5,0,0,0,0,0,154.1
22,0,0,44.98,1.5,0,0,0,0,0,146.94
21.3,0,0,47.63,1.2,0,0,0,0,0,136.07
21,0,0,48.9,1.1,0,0,0,0,0,123.64
20.7,0,0,50.1,1,0,0,0,0,0,110.54
20.6,0,0,50.55,0.9,0,0,0,0,0,97.15
21.5,48,118,47.98,1.2,118,0,61,48,61,83.58
23.6,119,472,42.52,1.6,472,0,277,119,277,70.36
26.9,157,654,35.77,1.6,654,0,508,157,508,57.46
30.5,179,752,29.76,1.9,752,0,707,179,707,45.38
32.7,191,807,25.27,2.5,807,0,851,191,851,35.09
33.8,200,827,23.25,3,827,0,925,200,925,28.65
34.5,196,831,21.96,3.4,831,0,925,196,925,28.8
34.7,186,813,21.35,3.7,813,0,848,186,848,35.47
34.6,169,767,21.13,3.8,767,0,703,169,703,45.87
34,145,677,21.66,3.9,677,0,503,145,503,58.01
32.5,108,500,23.56,3.2,500,0,271,108,271,70.94
29.9,42,133,27.58,2.2,133,0,55,42,55,84.17
27.8,0,0,31.8,2,0,0,0,0,0,97.76
26.8,0,0,34.42,2.1,0,0,0,0,0,111.16
25.9,0,0,36.96,2.3,0,0,0,0,0,124.28
25,0,0,39.45,2.4,0,0,0,0,0,136.72
24.1,0,0,41.98,2.5,0,0,0,0,0,147.57
23.2,0,0,44.66,2.5,0,0,0,0,0,154.62
22.3,0,0,47.49,2.4,0,0,0,0,0,154.45
21.9,0,0,49.02,2.3,0,0,0,0,0,147.19
20.8,0,0,52.75,2.1,0,0,0,0,0,136.24
20.2,0,0,55.07,1.9,0,0,0,0,0,123.77
19.6,0,0,57.47,1.7,0,0,0,0,0,110.64
19.5,0,0,58.02,1.7,0,0,0,0,0,97.25
20.7,42,236,54.08,2.3,236,0,68,42,68,83.68
23.3,91,602,46.49,2.8,602,0,292,91,292,70.47
26.8,118,759,38.03,3.2,759,0,525,118,525,57.6
30,136,842,30.32,3.8,842,0,726,136,726,45.57
31.6,147,885,26.24,3.9,885,0,869,147,869,35.35
32.7,154,901,23.71,4,901,0,942,154,942,29.01
33.5,152,904,21.92,4.2,904,0,941,152,941,29.2
33.8,144,888,20.78,4.4,888,0,864,144,864,35.83
33.7,130,847,20.27,4.6,847,0,717,130,717,46.19
33,111,770,20.67,4.8,770,0,516,111,516,58.29
31.6,84,612,22.36,4.1,612,0,281,84,281,71.2
28.9,36,230,26.72,3,230,0,58,36,58,84.42
26.8,0,0,31.63,2.6,0,0,0,0,0,98.01
25.9,0,0,35.08,2.9,0,0,0,0,0,111.41
25,0,0,38.52,3.2,0,0,0,0,0,124.55
24.1,0,0,41.69,3.3,0,0,0,0,0,137.02
23.1,0,0,44.82,3.2,0,0,0,0,0,147.92
22.1,0,0,47.83,3,0,0,0,0,0,155.01
21.3,0,0,50.28,2.6,0,0,0,0,0,154.8
20.9,0,0,51.44,2.5,0,0,0,0,0,147.43
19.8,0,0,55.06,2.1,0,0,0,0,0,136.41
19.1,0,0,57.7,2,0,0,0,0,0,123.9
18.4,0,0,60.84,1.8,0,0,0,0,0,110.75
18.2,0,0,62.82,1.9,0,0,0,0,0,97.34
19.3,41,242,60.36,2.6,242,0,67,41,67,83.78
21.7,93,597,54.01,3.2,597,0,292,93,292,70.59
25.1,125,749,46.24,3.5,749,0,525,125,525,57.74
28.1,147,826,36.12,3.8,826,0,723,147,723,45.76
29.9,162,865,30.14,4,865,0,866,162,866,35.62
31.1,174,877,26.87,4.2,877,0,938,174,938,29.37
32,175,870,24.44,4.5,870,0,932,175,932,29.6
32.5,171,845,22.81,4.8,845,0,853,171,853,36.19
32.5,158,795,21.95,5,795,0,705,158,705,46.5
32,136,704,21.9,5.1,704,0,503,136,503,58.57
30.6,101,530,23.25,4.3,530,0,269,101,269,71.45
28,38,150,26.92,2.9,150,0,52,38,52,84.66
25.8,0,0,30.94,2.3,0,0,0,0,0,98.25
24.9,0,0,33.12,2.3,0,0,0,0,0,111.67
24.1,0,0,35.25,2.3,0,0,0,0,0,124.82
23.3,0,0,37.49,2.3,0,0,0,0,0,137.32
22.6,0,0,39.64,2.3,0,0,0,0,0,148.27
21.8,0,0,42.3,2.4,0,0,0,0,0,155.41
21.1,0,0,45.15,2.3,0,0,0,0,0,155.15
20.7,0,0,47.63,2.2,0,0,0,0,0,147.67
19.7,0,0,52.49,2,0,0,0,0,0,136.58
19,0,0,57.03,1.9,0,0,0,0,0,124.02
18.4,0,0,61.55,1.8,0,0,0,0,0,110.85
18.1,0,0,65.04,1.8,0,0,0,0,0,97.44
19.2,45,158,62.65,2.5,158,0,61,45,61,83.88
21.6,106,530,55.46,3.3,530,0,281,106,281,70.7
24.8,136,714,46.22,4.2,714,0,516,136,516,57.89
27.9,153,810,35.46,5.1,810,0,716,153,716,45.96
29.9,162,861,28.81,5.5,861,0,859,162,859,35.89
31.1,169,882,25.12,5.6,882,0,935,169,935,29.73
31.8,168,883,22.91,5.5,883,0,932,168,932,30
32.1,161,862,21.69,5.4,862,0,853,161,853,36.56
32,150,812,21.29,5.4,812,0,705,150,705,46.82
31.3,129,719,21.93,5.2,719,0,501,129,501,58.85
29.9,96,543,23.77,4.2,543,0,266,96,266,71.71
27.3,36,153,28.03,2.9,153,0,50,36,50,84.9
25.3,0,0,32.46,2.5,0,0,0,0,0,98.5
24.4,0,0,35.54,2.8,0,0,0,0,0,111.92
23.6,0,0,38.83,2.9,0,0,0,0,0,125.09
22.8,0,0,42.5,2.9,0,0,0,0,0,137.62
22,0,0,46.21,2.6,0,0,0,0,0,148.63
21.2,0,0,49.73,2.1,0,0,0,0,0,155.81
20.6,0,0,52.38,1.8,0,0,0,0,0,155.49
20.3,0,0,53.77,1.6,0,0,0,0,0,147.91
19.6,0,0,56.34,1.4,0,0,0,0,0,136.74
19.2,0,0,57.76,1.4,0,0,0,0,0,124.14
18.8,0,0,59.29,1.3,0,0,0,0,0,110.95
18.6,0,0,60.01,1.3,0,0,0,0,0,97.54
20,39,256,55.02,2,256,0,66,39,66,83.98
22.8,86,617,46.34,3,617,0,289,86,289,70.82
26.2,112,770,37.26,3.9,770,0,520,112,520,58.04
29,131,845,30.2,4.6,845,0,717,131,717,46.15
30.4,144,883,27.38,4.5,883,0,857,144,857,36.17
31.5,154,892,25.16,4.3,892,0,926,154,926,30.09
32.2,154,890,23.6,4.2,890,0,922,154,922,30.39
32.5,149,869,22.68,4.1,869,0,843,149,843,36.92
32.5,140,817,22.26,4,817,0,696,140,696,47.13
32,121,729,22.64,3.9,729,0,495,121,495,59.13
30.6,90,555,24.48,3.1,555,0,262,90,262,71.97
28,34,161,28.53,1.9,161,0,48,34,48,85.14
26,0,0,32.25,1.5,0,0,0,0,0,98.74
25.2,0,0,33.95,1.5,0,0,0,0,0,112.17
24.5,0,0,35.56,1.4,0,0,0,0,0,125.35
23.9,0,0,37.01,1.3,0,0,0,0,0,137.92
23.5,0,0,38.14,1.3,0,0,0,0,0,148.97
23,0,0,39.62,1.2,0,0,0,0,0,156.2
22.6,0,0,40.99,1.2,0,0,0,0,0,155.84
22.5,0,0,41.73,1.1,0,0,0,0,0,148.14
22.1,0,0,43.21,1,0,0,0,0,0,136.9
21.8,0,0,44.48,0.9,0,0,0,0,0,124.27
21.4,0,0,45.98,0.7,0,0,0,0,0,111.06
20.9,0,0,47.59,0.6,0,0,0,0,0,97.63
21.5,40,209,45.92,0.8,209,0,62,40,62,84.08
23.8,94,572,39.81,1.1,572,0,281,94,281,70.94
27.2,124,734,32.3,1.6,734,0,511,124,511,58.18
30.3,144,817,26.29,2.3,817,0,708,144,708,46.35
31.7,156,861,24.02,2.9,187,2,849,401,551,36.44
32.7,162,883,22.36,3.2,883,0,923,162,923,30.45
33.3,162,881,21.12,3.4,881,0,919,162,919,30.79
33.5,156,859,20.29,3.6,859,0,840,156,840,37.28
33.4,143,816,19.82,3.7,816,0,695,143,695,47.45
32.8,122,727,19.93,3.6,727,0,492,122,492,59.41
31.2,90,553,21.27,2.8,553,0,259,90,259,72.23
28.4,33,148,24.48,1.7,148,0,45,33,45,85.38
26.2,0,0,27.4,1.6,0,0,0,0,0,98.98
25.2,0,0,28.65,1.6,0,0,0,0,0,112.41
24.4,0,0,29.68,1.6,0,0,0,0,0,125.62
23.6,0,0,30.93,1.5,0,0,0,0,0,138.21
23,0,0,31.91,1.5,0,0,0,0,0,149.32
22.4,0,0,33,1.5,0,0,0,0,0,156.6
21.9,0,0,33.92,1.5,0,0,0,0,0,156.18
21.6,0,0,34.42,1.4,0,0,0,0,0,148.38
20.7,0,0,36.29,1.4,0,0,0,0,0,137.07
20.2,0,0,37.35,1.4,0,0,0,0,0,124.39
19.8,0,0,38.21,1.3,0,0,0,0,0,111.16
19.6,0,0,38.71,1.2,0,0,0,0,0,97.73
20.9,37,282,35.75,1.3,282,0,65,37,65,84.18
23.3,81,656,30.95,1.4,656,0,294,81,294,71.06
26.5,106,808,25.56,1.4,808,0,530,106,530,58.34
29.7,123,884,20.78,1.6,884,0,731,123,731,46.55
31.3,132,928,18,2,928,0,876,132,876,36.72
32.3,137,944,15.96,2.5,944,0,948,137,948,30.81
32.9,137,944,14.51,2.9,944,0,944,137,944,31.18
33.3,131,925,13.42,3.2,925,0,864,131,864,37.64
33.2,122,879,12.85,3.4,879,0,713,122,713,47.76
32.6,104,798,12.76,3.3,798,0,507,104,507,59.69
30.7,78,632,13.79,2.3,632,0,268,78,268,72.48
27.6,30,208,16.28,1.4,208,0,46,30,46,85.62
25.6,0,0,18.36,1.4,0,0,0,0,0,99.22
24.7,0,0,19.55,1.4,0,0,0,0,0,112.66
23.9,0,0,20.9,1.4,0,0,0,0,0,125.88
23.3,0,0,22.18,1.4,0,0,0,0,0,138.51
22.8,0,0,23.41,1.3,0,0,0,0,0,149.66
22.3,0,0,24.59,1.3,0,0,0,0,0,156.99
21.9,0,0,25.52,1.3,0,0,0,0,0,156.52
21.7,0,0,26.04,1.2,0,0,0,0,0,148.61
21.2,0,0,26.96,1.1,0,0,0,0,0,137.22
21,0,0,27.33,1,0,0,0,0,0,124.51
20.8,0,0,27.63,0.9,0,0,0,0,0,111.26
20.6,0,0,27.96,0.7,0,0,0,0,0,97.83
21.1,37,263,27.16,0.6,263,0,63,37,63,84.28
22.7,83,633,24.59,0.9,633,0,287,83,287,71.18
25.7,111,783,20.47,1,783,0,520,111,520,58.49
29.3,129,856,16.35,0.8,856,0,715,129,715,46.76
31.6,140,897,13.48,1,897,0,856,140,856,37
32.7,143,921,11.89,1.5,921,0,931,143,931,31.17
33.6,140,925,10.61,1.9,925,0,928,140,928,31.57
34.1,131,910,9.72,2.2,910,0,848,131,848,38
34.1,119,874,9.22,2.3,874,0,703,119,703,48.08
33.7,100,799,9.04,2.3,799,0,499,100,499,59.97
31.7,74,639,9.83,1.7,639,0,263,74,263,72.74
28.6,27,216,11.73,1.3,216,0,43,27,43,85.86
26.4,0,0,13.49,1.5,0,0,0,0,0,99.46
25.1,0,0,14.97,1.6,0,0,0,0,0,112.9
24,0,0,16.59,1.6,0,0,0,0,0,126.13
23.1,0,0,18.24,1.6,0,0,0,0,0,138.79
22.2,0,0,20.03,1.6,0,0,0,0,0,150
21.5,0,0,21.56,1.6,0,0,0,0,0,157.38
20.8,0,0,23.05,1.6,0,0,0,0,0,156.86
20.4,0,0,24.02,1.5,0,0,0,0,0,148.84
19.5,0,0,25.7,1.5,0,0,0,0,0,137.38
18.9,0,0,26.93,1.4,0,0,0,0,0,124.63
18.5,0,0,27.82,1.4,0,0,0,0,0,111.37
18.2,0,0,28.51,1.4,0,0,0,0,0,97.93
19.7,35,274,26.08,1.8,274,0,62,35,62,84.39
22.5,80,643,22.06,2.5,643,0,286,80,286,71.3
25.6,107,790,18.35,2.5,790,0,518,107,518,58.64
29.5,126,862,14.94,2.6,862,0,714,126,714,46.96
32.4,139,898,12.88,3,898,0,854,139,854,37.28
