Temperature,Clearsky DHI,Clearsky DNI,Relative Humidity,Wind Speed,DNI,Cloud Type,Clearsky GHI,DHI,GHI,Solar Zenith Angle
13.4,64,215,37.19,3.8,215,0,96,64,96,81.39
16.4,126,553,32.03,3.8,553,0,333,126,333,68
20.7,162,720,25.08,3.8,720,0,579,162,579,54.6
24.2,186,807,18.67,3.6,807,0,790,186,790,41.49
26.2,203,852,15.35,2.6,852,0,946,203,946,29.26
27.5,215,869,13.67,1.9,869,0,1033,215,1033,19.82
28.6,223,862,12.42,1.4,862,0,1042,223,1042,18.27
29.2,227,833,11.49,1.3,833,0,975,227,975,26.07
29.3,225,769,10.81,1.3,769,0,833,225,833,37.79
29,209,662,10.37,1.4,662,0,628,209,628,50.73
27.5,175,489,10.72,1.2,489,0,389,175,389,64.07
24.4,104,201,12.71,1.2,201,0,148,104,148,77.48
21.5,0,0,14.39,1.5,0,0,0,0,0,90.89
20.1,0,0,14.81,1.7,0,0,0,0,0,103.96
19.2,0,0,14.67,2.1,0,0,0,0,0,116.47
18.5,0,0,14.42,2.4,0,0,0,0,0,127.97
17.9,0,0,14.37,2.7,0,0,0,0,0,137.58
17.2,0,0,14.67,2.9,0,0,0,0,0,143.74
16.6,0,0,15,3,0,0,0,0,0,144.57
16.3,0,0,15.03,3,0,0,0,0,0,139.74
15.5,0,0,15.59,3.1,0,0,0,0,0,130.9
15,0,0,15.94,3.2,0,0,0,0,0,119.81
14.7,0,0,16.18,3.5,0,0,0,0,0,107.52
14.8,0,0,16.12,4.1,0,0,0,0,0,94.57
16.1,67,32,14.98,4.9,32,0,72,67,72,81.18
18.8,203,225,12.81,5,225,0,288,203,288,67.79
22.7,296,379,10.24,5.7,379,0,517,296,517,54.39
26.9,361,474,8.21,7,474,0,718,361,718,41.25
30,409,523,8.06,7.5,523,0,867,409,867,28.98
32,442,536,8.38,7.5,536,0,947,442,947,19.46
33.1,452,530,8.62,7.3,530,0,956,452,956,17.93
33.4,448,489,8.89,7.1,489,0,888,448,888,25.86
32.9,430,401,9.42,6.9,401,0,747,430,747,37.65
31.7,379,268,10.47,7,268,0,550,379,550,50.62
29.6,266,117,12.67,6.5,117,0,318,266,318,63.97
26.9,86,11,16.22,5.1,11,0,88,86,88,77.38
24.8,0,0,19.52,4.2,0,0,0,0,0,90.23
23.6,0,0,21.14,4.1,0,0,0,0,0,103.83
22.6,0,0,21.79,4.1,0,3,0,0,0,116.31
21.8,0,0,22.08,4.1,0,7,0,0,0,127.77
21.1,0,0,22.88,4.1,0,4,0,0,0,137.32
20.5,0,0,24.42,3.9,0,4,0,0,0,143.4
19.8,0,0,26.53,3.5,0,7,0,0,0,144.2
19.4,0,0,28.26,3.2,0,7,0,0,0,139.39
18.6,0,0,30.68,3.2,0,7,0,0,0,130.59
18.2,0,0,33,3.4,0,7,0,0,0,119.54
17.6,0,0,36.68,3.1,0,4,0,0,0,107.28
17.3,0,0,41.65,3.2,0,4,0,0,0,94.35
17.7,69,29,45.91,4,0,4,73,10,10,80.97
18.6,199,251,51.13,4.7,0,4,295,32,32,67.58
20.1,278,418,47.25,4.5,0,4,523,75,75,54.17
21.5,332,517,41.47,4,517,1,721,332,721,41.02
22.9,358,585,36.21,3.5,460,7,871,362,766,28.7
24.2,363,629,31.27,3.1,629,0,957,363,957,19.11
25.4,354,648,26.5,2.7,451,7,971,425,854,17.6
26.3,331,640,22.84,2.3,459,3,908,381,794,25.65
26.7,322,564,20.4,2.8,7,4,769,189,194,37.51
26.1,304,417,20.28,4,71,8,569,281,326,50.51
24.5,247,200,23.58,4,0,4,335,108,108,63.88
22.7,104,37,29.47,2.6,37,7,112,104,112,77.29
21.5,0,0,32.56,1.4,0,7,0,0,0,90.13
20.8,0,0,33.62,0.9,0,7,0,0,0,103.7
20.2,0,0,34.59,0.9,0,7,0,0,0,116.15
19.7,0,0,35.32,1.1,0,7,0,0,0,127.56
19.3,0,0,35.7,1.2,0,7,0,0,0,137.05
18.9,0,0,36.18,1.2,0,7,0,0,0,143.07
18.5,0,0,37.01,1.1,0,7,0,0,0,143.83
18.4,0,0,37.37,1.1,0,7,0,0,0,139.04
18,0,0,38.29,1,0,7,0,0,0,130.29
17.7,0,0,38.36,1,0,7,0,0,0,119.27
17.2,0,0,38.04,1,0,7,0,0,0,107.04
17,0,0,37.05,1.4,0,7,0,0,0,94.13
17.8,60,10,33.84,2.5,0,7,61,9,9,80.76
19.1,226,128,29.91,3.6,0,7,275,22,22,67.38
20.4,349,256,27.17,4.2,0,7,499,71,71,53.96
21.7,428,357,25.35,4.5,8,7,698,199,205,40.79
22.9,471,427,24.6,4.3,3,7,847,149,152,28.43
24.1,493,449,24.02,4,24,6,919,359,382,18.76
25.3,484,469,23.03,3.6,95,7,932,480,571,17.28
26.1,459,456,22.32,3.2,111,8,870,454,554,25.45
26.3,413,410,22.3,3,64,4,739,364,415,37.38
25.9,346,325,23.08,3.3,0,8,552,54,54,50.41
24.7,250,184,25.46,3.9,184,7,331,250,331,63.78
22.7,103,36,30.24,4.1,0,4,111,15,15,77.19
20.7,0,0,36.48,4.2,0,7,0,0,0,90.04
19.3,0,0,42.58,4.3,0,3,0,0,0,103.57
18.2,0,0,48.32,4.1,0,0,0,0,0,115.99
17.1,0,0,54.48,3.7,0,0,0,0,0,127.36
16,0,0,60.93,3.1,0,0,0,0,0,136.78
15.1,0,0,66.53,2.8,0,0,0,0,0,142.74
14.4,0,0,71.2,2.9,0,0,0,0,0,143.47
14.1,0,0,73.73,2.9,0,0,0,0,0,138.7
13.2,0,0,78.65,2.5,0,0,0,0,0,129.99
12.7,0,0,81.13,2,0,0,0,0,0,119.01
12.2,0,0,83.43,1.5,0,0,0,0,0,106.8
12.5,0,0,81.22,1.7,0,0,0,0,0,93.91
14.2,77,90,72.28,2.6,90,0,92,77,92,80.56
17.1,164,410,59.2,3.9,410,0,323,164,323,67.18
20,199,625,46.71,4.9,625,0,568,199,568,53.76
22.1,208,759,37.84,5.2,759,0,785,208,785,40.57
23.9,202,847,31.11,5.4,847,0,948,202,948,28.16
25.4,182,907,25.25,5.6,907,0,1043,182,1043,18.42
26.5,169,931,20.48,5.8,931,0,1060,169,1060,16.95
27.1,158,926,17.49,6.1,926,0,996,158,996,25.25
27.3,147,899,16,6.3,899,0,863,147,863,37.25
26.9,135,827,15.52,6.3,827,0,663,135,663,50.31
25.8,119,682,15.85,5.8,682,0,421,119,421,63.69
23.2,84,379,17.98,4.2,379,0,168,84,168,77.1
20.3,0,0,21.2,2.9,0,0,0,0,0,89.95
18.8,0,0,23.23,2.9,0,0,0,0,0,103.45
17.6,0,0,25.24,3,0,0,0,0,0,115.83
16.4,0,0,27.75,3,0,0,0,0,0,127.15
15.2,0,0,30.61,2.7,0,0,0,0,0,136.51
14.1,0,0,33.4,2.4,0,0,0,0,0,142.41
13.2,0,0,35.9,2.2,0,0,0,0,0,143.11
12.8,0,0,37.38,2.1,0,0,0,0,0,138.36
11.7,0,0,40.83,2.1,0,0,0,0,0,129.69
11,0,0,43.55,2.2,0,0,0,0,0,118.75
10.4,0,0,46.48,2.3,0,0,0,0,0,106.56
10.6,0,0,47.43,2.8,0,0,0,0,0,93.7
12.2,77,164,44.52,3.3,164,0,104,77,104,80.36
15,154,465,41.5,3.4,465,0,336,154,336,66.98
17.9,194,639,38.3,3.5,639,0,574,194,574,53.55
20.4,216,743,31.78,3.9,743,0,783,216,783,40.35
22,227,804,27.69,4.4,804,0,938,227,938,27.9
23.3,241,823,25.01,4.7,823,0,1024,241,1024,18.08
24.1,230,847,23.06,4.9,847,0,1041,230,1041,16.63
24.6,210,848,21.51,5,848,0,979,210,979,25.06
24.8,186,828,20.41,5.1,828,0,846,186,846,37.12
24.4,154,783,20.25,5.2,783,0,655,154,655,50.21
23.3,122,670,21.24,5.1,670,0,420,122,420,63.6
21.1,79,421,24.31,4.1,421,0,174,79,174,77
18.7,0,0,28.82,3.1,0,0,0,0,0,89.86
17.3,0,0,32.42,3,0,0,0,0,0,103.32
16.2,0,0,35.71,2.8,0,0,0,0,0,115.67
15.1,0,0,39.04,2.4,0,0,0,0,0,126.94
14.2,0,0,41.81,2.1,0,0,0,0,0,136.25
13.3,0,0,44.6,1.7,0,0,0,0,0,142.08
12.5,0,0,47.13,1.5,0,0,0,0,0,142.75
12.2,0,0,48.21,1.4,0,0,0,0,0,138.02
11.5,0,0,50.62,1.2,0,0,0,0,0,129.39
11.3,0,0,51.39,1.1,0,0,0,0,0,118.49
11.2,0,0,51.83,1,0,0,0,0,0,106.33
11.7,0,0,50.26,0.9,0,0,0,0,0,93.48
13.2,60,359,45.64,1,359,0,122,60,122,80.16
16.2,107,637,37.98,1,637,0,359,107,359,66.78
19.6,138,770,31.82,0.8,770,0,598,138,598,53.35
21.8,158,845,27.32,0.9,845,0,804,158,804,40.13
23.5,171,886,24.2,1.3,886,0,956,171,956,27.64
25,178,905,21.67,1.9,905,0,1040,178,1040,17.75
26.1,179,906,19.77,2.4,906,0,1049,179,1049,16.32
26.7,173,892,18.55,2.8,892,0,983,173,983,24.87
26.9,166,850,17.9,3.1,850,0,845,166,845,37
26.7,145,789,17.75,3.2,789,0,651,145,651,50.11
25.8,117,674,18.51,2.8,674,0,418,117,418,63.51
23.2,75,438,21.58,1.8,438,0,175,75,175,76.91
20.6,0,0,25.4,1.3,0,0,0,0,0,89.77
19.5,0,0,27.37,1.3,0,0,0,0,0,103.19
18.7,0,0,28.97,1.3,0,0,0,0,0,115.51
18,0,0,30.41,1.3,0,0,0,0,0,126.74
17.3,0,0,31.84,1.3,0,0,0,0,0,135.98
16.6,0,0,33.35,1.3,0,0,0,0,0,141.75
16,0,0,34.64,1.3,0,0,0,0,0,142.4
15.7,0,0,35.37,1.3,0,0,0,0,0,137.69
15,0,0,37.1,1.2,0,0,0,0,0,129.09
14.4,0,0,38.7,1.2,0,0,0,0,0,118.23
13.7,0,0,40.65,1.2,0,0,0,0,0,106.1
13.7,0,0,40.91,1.1,0,0,0,0,0,93.27
15.4,67,304,36.85,1.5,304,0,120,67,120,79.96
18.6,120,597,30.15,1.7,597,0,357,120,357,66.59
22.1,152,742,24.02,1.1,742,0,597,152,597,53.16
24.9,173,822,19.85,1,822,0,804,173,804,39.92
26.7,186,872,17.43,1.6,872,0,960,186,960,27.39
28.1,193,893,15.6,2.2,893,0,1044,193,1044,17.41
29,188,901,14.3,2.6,901,0,1055,188,1055,16.01
29.6,178,895,13.31,2.9,895,0,992,178,992,24.69
29.7,165,861,12.75,3.2,861,0,855,165,855,36.88
29.2,146,798,12.74,3.5,798,0,659,146,659,50.01
28,121,677,13.52,3.6,677,0,424,121,424,63.42
25.2,79,429,16.29,3.2,429,0,177,79,177,76.81
22.5,0,0,20.53,3.6,0,0,0,0,0,89.68
21.1,0,0,24.73,4.7,0,0,0,0,0,103.06
19.8,0,0,29.6,5.2,0,0,0,0,0,115.35
18.4,0,0,34.57,5.2,0,0,0,0,0,126.53
17.2,0,0,38.38,5.1,0,0,0,0,0,135.72
16,0,0,41.05,4.8,0,0,0,0,0,141.43
15,0,0,42.24,4.4,0,0,0,0,0,142.05
14.4,0,0,41.43,4.2,0,0,0,0,0,137.36
13.1,0,0,42.31,3.9,0,0,0,0,0,128.8
12.2,0,0,42.95,3.7,0,0,0,0,0,117.97
11.3,0,0,44.9,3.4,0,0,0,0,0,105.88
11.2,0,0,45.71,3.6,0,0,0,0,0,93.07
12.6,72,281,43.29,4.1,281,0,122,72,122,79.77
15.1,125,591,41.93,4.4,591,0,362,125,362,66.4
17.8,151,753,37.17,4.3,753,0,605,151,605,52.97
20.2,164,844,30.35,4.1,844,0,813,164,813,39.71
21.9,169,897,26.04,3.9,897,0,967,169,967,27.14
23.1,175,921,23.03,4,921,0,1055,175,1055,17.09
24,172,927,20.54,4.3,927,0,1065,172,1065,15.7
24.4,166,915,18.83,4.8,915,0,998,166,998,24.5
24.5,152,886,17.59,5.3,886,0,862,152,862,36.76
24,134,826,17.22,5.7,826,0,666,134,666,49.91
22.9,111,708,17.72,5.8,708,0,429,111,429,63.32
20.7,76,459,20.07,4.7,459,0,181,76,181,76.71
18.3,0,0,23.67,3.6,0,0,0,0,0,89.58
16.8,0,0,26.63,3.4,0,0,0,0,0,102.93
15.6,0,0,29.17,3.3,0,0,0,0,0,115.19
14.4,0,0,31.67,3,0,0,0,0,0,126.32
13.4,0,0,33.7,2.7,0,0,0,0,0,135.45
12.6,0,0,35.34,2.6,0,0,0,0,0,141.11
11.9,0,0,36.91,2.8,0,0,0,0,0,141.7
11.6,0,0,38.18,2.9,0,0,0,0,0,137.03
10.6,0,0,43.04,3.3,0,0,0,0,0,128.52
9.9,0,0,49.87,3.1,0,0,0,0,0,117.72
9.2,0,0,58.79,2.8,0,0,0,0,0,105.65
9.3,0,0,64.46,3.2,0,0,0,0,0,92.86
10.9,75,279,62.21,4.4,279,0,126,75,126,79.58
13.3,128,599,57.28,5.3,599,0,370,128,370,66.22
15.8,157,757,45.3,5.7,757,0,615,157,615,52.78
18,176,840,32.92,5.8,840,0,824,176,824,39.51
19.8,190,880,24.63,5.7,880,0,975,190,975,26.9
21.1,201,896,20.49,5.6,896,0,1058,201,1058,16.76
22.1,202,897,18.54,5.5,897,0,1066,202,1066,15.4
22.8,196,875,17.81,5.4,875,0,994,196,994,24.33
22.9,186,833,17.76,5.3,833,0,854,186,854,36.64
22.6,169,754,17.99,5.2,754,0,656,169,656,49.82
21.7,143,611,18.8,4.9,611,0,418,143,418,63.23
19.4,94,338,21.57,3.5,338,0,172,94,172,76.62
16.8,0,0,25.55,2.4,0,0,0,0,0,89.48
15.4,0,0,28.15,2.4,0,0,0,0,0,102.8
14.5,0,0,29.96,2.4,0,0,0,0,0,115.03
13.7,0,0,31.48,2.4,0,0,0,0,0,126.12
12.9,0,0,32.85,2.4,0,0,0,0,0,135.19
12,0,0,34.25,2.4,0,0,0,0,0,140.79
11.2,0,0,35.6,2.5,0,0,0,0,0,141.36
10.8,0,0,36.81,2.5,0,0,0,0,0,136.71
9.6,0,0,41.78,2.6,0,0,0,0,0,128.23
8.9,0,0,47.67,2.4,0,0,0,0,0,117.47
8.2,0,0,55.22,2.2,0,0,0,0,0,105.43
8.4,0,0,59.15,2.5,0,0,0,0,0,92.66
10.1,87,163,55.83,3.1,163,0,117,87,117,79.39
12.9,167,451,48.1,3.1,451,0,350,167,350,66.04
16.1,212,620,39.32,3,620,0,589,212,589,52.6
18.8,242,710,30.12,2.9,710,0,791,242,791,39.31
20.7,266,755,25.24,3.1,755,0,941,266,941,26.66
22.1,291,760,21.77,3.6,760,0,1020,291,1020,16.45
23.3,299,753,18.81,4.2,753,0,1026,299,1026,15.1
24,289,729,16.78,4.7,729,0,955,289,955,24.15
24.1,270,683,15.61,5,683,0,818,270,818,36.52
23.7,235,608,15.12,5,608,0,628,235,628,49.72
22.6,185,472,15.41,4.6,472,0,398,185,398,63.15
20.1,108,232,17.44,3.1,232,0,162,108,162,76.53
17.4,0,0,20.45,2,0,0,0,0,0,89.39
16.1,0,0,22.14,2,0,0,0,0,0,102.67
15.3,0,0,23.31,2,0,0,0,0,0,114.86
14.5,0,0,24.7,2,0,0,0,0,0,125.91
13.8,0,0,26.29,1.8,0,0,0,0,0,134.93
13.1,0,0,28.19,1.6,0,0,0,0,0,140.47
12.5,0,0,29.99,1.5,0,0,0,0,0,141.02
12.2,0,0,31.23,1.5,0,0,0,0,0,136.39
11.4,0,0,33.47,1.4,0,0,0,0,0,127.95
10.8,0,0,35.26,1.4,0,0,0,0,0,117.22
10.2,0,0,37.08,1.4,0,0,0,0,0,105.21
10.7,0,0,36.35,1.9,0,0,0,0,0,92.46
12.5,90,144,33.08,2.8,144,0,117,90,117,79.21
15.5,175,424,28.9,3.7,424,0,348,175,348,65.86
19.1,224,591,26.85,4,591,0,585,224,585,52.42
22,256,688,22.07,3.9,688,0,790,256,790,39.12
24.2,272,743,18.23,3.9,743,0,938,272,938,26.43
25.8,283,768,15.32,4.2,768,0,1020,283,1020,16.13
27.1,283,771,12.9,4.6,771,0,1029,283,1029,14.8
27.9,274,752,11.36,5.1,752,0,961,274,961,23.98
28.2,255,707,10.66,5.4,707,0,825,255,825,36.41
27.9,226,624,10.61,5.5,624,0,631,226,631,49.63
26.8,184,476,11.14,5,476,0,400,184,400,63.06
23.9,112,211,13.13,3.5,211,0,162,112,162,76.43
20.9,0,0,15.86,2.6,0,0,0,0,0,89.3
19.5,0,0,17.62,2.6,0,0,0,0,0,102.54
18.4,0,0,19.4,2.7,0,0,0,0,0,114.7
17.4,0,0,21.14,2.6,0,0,0,0,0,125.7
16.4,0,0,22.69,2.5,0,0,0,0,0,134.66
15.5,0,0,23.85,2.4,0,0,0,0,0,140.15
14.8,0,0,24.83,2.3,0,0,0,0,0,140.68
14.5,0,0,25.92,2.3,0,0,0,0,0,136.07
13.7,0,0,28.53,2.4,0,0,0,0,0,127.67
13,0,0,31.19,2.4,0,0,0,0,0,116.98
12.3,0,0,33.76,2.2,0,0,0,0,0,105
12.6,0,0,34.09,2.6,0,0,0,0,0,92.27
14.5,93,120,31.18,3.5,120,0,116,93,116,79.03
17.1,185,394,28.13,4.4,168,7,347,170,240,65.69
20.1,234,573,24.83,5,193,7,584,278,396,52.25
23.1,262,678,18.91,5.3,678,0,790,262,790,38.93
25.7,280,736,13.8,5.3,736,0,941,280,941,26.21
27.8,298,748,11.26,4.9,748,0,1018,298,1018,15.83
29.4,299,751,10.3,4.4,751,0,1025,299,1025,14.51
30.4,288,733,10.01,4.2,733,0,958,288,958,23.82
30.8,273,679,10.03,4.4,679,0,820,273,820,36.3
30.4,247,582,10.38,4.7,582,0,624,247,624,49.54
29,203,414,11.28,4.4,414,0,391,203,391,62.97
26,119,151,13.41,3.4,151,0,155,119,155,76.34
23,0,0,16.03,3.1,0,0,0,0,0,89.2
21.6,0,0,17.43,3.2,0,0,0,0,0,102.41
20.7,0,0,18.46,3.1,0,0,0,0,0,114.54
20.1,0,0,19.21,2.9,0,7,0,0,0,125.5
19.8,0,0,19.56,3,0,7,0,0,0,134.4
19.5,0,0,19.85,3.3,0,7,0,0,0,139.84
19,0,0,20.38,3.7,0,0,0,0,0,140.35
18.7,0,0,20.84,3.9,0,0,0,0,0,135.76
17.7,0,0,22.72,3.9,0,0,0,0,0,127.39
17,0,0,25.22,3.9,0,0,0,0,0,116.74
16.3,0,0,28.93,3.8,0,0,0,0,0,104.79
16.1,0,0,32.53,4.1,0,0,0,0,0,92.08
16.7,96,103,34.38,4.5,103,0,116,96,116,78.86
18.4,195,353,33.51,5,353,0,341,195,341,65.52
21.2,254,521,29.17,5.3,521,0,574,254,574,52.08
24.8,290,623,22.68,5.8,623,0,776,290,776,38.75
28.2,308,689,16.38,6.5,689,0,927,308,927,25.99
30.7,319,716,12.41,6.8,716,0,1009,319,1009,15.52
32.2,325,711,10.95,6.7,711,0,1014,325,1014,14.22
33,329,670,10.28,6.5,670,0,942,329,942,23.66
33.1,341,563,10.07,6.4,563,0,795,341,795,36.19
32.6,317,428,10.22,6.2,428,0,596,317,596,49.45
31.1,253,242,11.07,5.3,242,0,363,253,363,62.88
28,118,47,13.33,3.7,47,0,129,118,129,76.24
25.1,0,0,15.98,3.1,0,0,0,0,0,89.11
23.8,0,0,17.34,3.3,0,0,0,0,0,102.27
22.9,0,0,18.23,3.7,0,0,0,0,0,114.37
22.1,0,0,18.99,4.1,0,0,0,0,0,125.29
21.1,0,0,20.07,4.3,0,0,0,0,0,134.14
20,0,0,21.37,4.2,0,0,0,0,0,139.53
18.9,0,0,22.96,3.9,0,0,0,0,0,140.02
18.3,0,0,24.17,3.7,0,0,0,0,0,135.45
16.9,0,0,26.83,3.1,0,0,0,0,0,127.12
16.2,0,0,28.49,3,0,0,0,0,0,116.51
15.7,0,0,29.74,3,0,0,0,0,0,104.58
16,0,0,29.45,3.4,0,0,0,0,0,91.89
17.7,94,59,26.62,4.1,59,0,106,94,106,78.69
20.5,208,304,22.4,4.8,304,0,335,208,335,65.36
24,273,475,17.85,6.1,475,0,566,273,566,51.91
27.3,322,565,15.51,7.2,565,0,764,322,764,38.57
29.5,360,609,15.14,7.5,609,0,908,360,908,25.77
30.7,385,623,14.26,7.4,623,0,986,385,986,15.23
31.4,395,613,13.56,7.3,613,0,990,395,990,13.94
31.7,391,577,13.1,7.1,577,0,920,391,920,23.5
31.5,368,518,12.95,7,518,0,786,368,786,36.08
30.8,326,411,13.18,6.7,411,0,593,326,593,49.36
29.6,250,255,13.85,5.9,255,0,367,250,367,62.79
26.9,122,67,16.04,4,67,0,138,122,138,76.15
24.1,0,0,18.86,2.8,0,0,0,0,0,89.01
22.7,0,0,20.39,2.7,0,0,0,0,0,102.14
21.7,0,0,21.38,2.8,0,0,0,0,0,114.21
20.8,0,0,22.18,2.8,0,0,0,0,0,125.09
19.8,0,0,23.09,2.7,0,0,0,0,0,133.89
18.9,0,0,24,2.7,0,0,0,0,0,139.23
18.1,0,0,25.02,2.6,0,0,0,0,0,139.7
17.7,0,0,25.57,2.7,0,0,0,0,0,135.15
16.6,0,0,27.36,2.5,0,0,0,0,0,126.85
15.8,0,0,28.99,2.2,0,0,0,0,0,116.27
15.2,0,0,30.77,1.9,0,0,0,0,0,104.37
15.8,0,0,30.41,2,0,0,0,0,0,91.71
17.9,95,147,27.07,2.6,147,0,124,95,124,78.52
21,180,416,22.51,3.1,416,0,354,180,354,65.19
25,229,581,17.57,4.2,581,0,588,229,588,51.75
28.3,260,681,15.1,5.3,681,0,793,260,793,38.4
30.1,278,741,14.81,5.6,741,0,946,278,946,25.56
31.4,284,771,13.92,5.7,771,0,1029,284,1029,14.93
32.2,285,776,12.73,5.7,776,0,1040,285,1040,13.66
32.6,281,750,11.69,5.8,750,0,970,281,970,23.34
32.6,269,693,11.05,5.9,693,0,830,269,830,35.98
32,244,597,10.96,5.9,597,0,634,244,634,49.27
30.7,199,437,11.53,5.1,437,0,399,199,399,62.7
27.6,118,187,13.67,3.3,187,0,164,118,164,76.05
24.5,2,0,16.52,2.3,0,0,2,2,2,88.91
23,0,0,18.19,2.2,0,0,0,0,0,102.01
21.9,0,0,19.64,2.1,0,0,0,0,0,114.05
20.9,0,0,21.09,2,0,0,0,0,0,124.88
20,0,0,22.56,1.8,0,0,0,0,0,133.63
19.1,0,0,24.14,1.6,0,0,0,0,0,138.92
18.4,0,0,25.46,1.5,0,0,0,0,0,139.38
18.1,0,0,26.11,1.4,0,1,0,0,0,134.85
17.7,0,0,26.84,1.3,0,0,0,0,0,126.59
17.5,0,0,27.18,1.2,0,0,0,0,0,116.04
17.4,0,0,27.32,1,0,0,0,0,0,104.17
17.8,0,0,26.63,0.8,0,0,0,0,0,91.53
19.5,98,130,23.92,1,130,0,124,98,124,78.35
22.3,193,376,20.14,1.3,376,0,351,193,351,65.04
26.2,251,534,16,1.2,534,0,583,251,583,51.6
30.2,289,631,12.86,1.5,631,0,786,289,786,38.23
32.5,310,690,11.19,1.8,690,0,934,310,934,25.36
33.9,332,699,10.23,1.8,699,0,1008,332,1008,14.65
34.8,334,699,9.64,1.9,699,0,1015,334,1015,13.39
35.4,327,673,9.27,2.1,673,0,946,327,946,23.19
35.5,310,612,9.18,2.3,612,0,806,310,806,35.87
35.1,281,503,9.36,2.5,503,0,609,281,609,49.18
33.6,225,340,10.14,1.9,340,0,381,225,381,62.62
30.9,124,115,11.94,1.2,115,0,151,124,151,75.96
28.6,1,0,13.44,1.3,0,0,1,1,1,88.82
27.5,0,0,14.18,1.3,0,0,0,0,0,101.88
26.6,0,0,14.84,1.3,0,0,0,0,0,113.88
25.6,0,0,15.64,1.2,0,0,0,0,0,124.67
24.4,0,0,16.75,1.3,0,0,0,0,0,133.37
23,0,0,18.31,1.4,0,0,0,0,0,138.62
21.7,0,0,20.13,1.6,0,0,0,0,0,139.06
21.2,0,0,21.34,1.6,0,0,0,0,0,134.55
19.8,0,0,24.07,1.6,0,0,0,0,0,126.33
19,0,0,26.21,1.6,0,0,0,0,0,115.82
18.4,0,0,28.24,1.5,0,0,0,0,0,103.98
18.9,0,0,28.72,1.4,0,0,0,0,0,91.35
20.5,96,33,27.51,2,33,0,103,96,103,78.19
22.7,240,201,25.48,2.4,201,0,325,240,325,64.89
25.9,328,358,22,2.5,358,1,551,328,551,51.44
29.9,382,462,18.7,3,462,1,745,382,745,38.07
32.7,411,530,14.1,3,530,0,891,411,891,25.17
34.1,414,577,12.06,2.8,577,0,973,414,973,14.37
34.9,406,589,10.87,3,477,7,979,436,901,13.12
34.9,386,575,10.52,3.4,482,3,915,391,835,23.04
34.6,351,534,10.6,3.7,534,7,784,351,784,35.77
34.1,300,453,10.86,3.9,453,0,597,300,597,49.09
32.9,232,312,11.55,3.5,312,0,376,232,376,62.53
30.3,125,114,13.19,2.9,114,0,153,125,153,75.86
28,1,0,14.79,3.4,0,0,1,1,1,88.72
26.7,0,0,16.21,4.5,0,0,0,0,0,101.74
25.5,0,0,18.39,5,0,0,0,0,0,113.72
24.3,0,0,20.75,4.8,0,0,0,0,0,124.47
23.3,0,0,22.6,4.4,0,0,0,0,0,133.12
22.5,0,0,24.2,4,0,0,0,0,0,138.32
21.5,0,0,26.11,3.4,0,0,0,0,0,138.75
21,0,0,27.22,3.1,0,3,0,0,0,134.26
19.5,0,0,30.31,2,0,0,0,0,0,126.07
18.7,0,0,32.52,1.5,0,0,0,0,0,115.6
18.2,0,0,34.23,1.1,0,0,0,0,0,103.78
18.7,0,0,33.72,1,0,0,0,0,0,91.18
20.2,102,64,31.02,1.5,64,0,115,102,115,78.04
22.6,224,256,27.45,2.4,256,0,333,224,333,64.74
25.5,303,405,24.62,3.1,405,0,556,303,556,51.3
28.3,353,503,21.38,3.4,503,0,749,353,749,37.92
30.8,383,562,18.17,3.7,562,0,892,383,892,24.98
33.1,394,590,15.47,3.7,590,0,965,394,965,14.09
34.9,395,594,14.38,3.4,594,0,974,395,974,12.86
35.8,381,573,14.16,2.8,573,0,908,381,908,22.9
36,359,513,14.01,2.3,513,0,776,359,776,35.67
35.7,309,428,14,2,428,0,590,309,590,49.01
34.5,237,289,14.68,1.6,289,0,370,237,370,62.44
31.6,124,96,17.22,1.4,96,0,147,124,147,75.77
28.7,1,0,20.53,1.7,0,0,1,1,1,88.62
27.1,0,0,22.6,2,0,0,0,0,0,101.61
26.1,0,0,23.46,2.2,0,0,0,0,0,113.56
25.1,0,0,23.97,2.2,0,0,0,0,0,124.27
24.1,0,0,24.43,2.1,0,0,0,0,0,132.87
23.2,0,0,24.9,2,0,0,0,0,0,138.03
22.4,0,0,25.5,1.9,0,0,0,0,0,138.44
21.9,0,0,25.87,1.8,0,0,0,0,0,133.97
20.7,0,0,27.51,1.6,0,0,0,0,0,125.82
20.1,0,0,28.31,1.4,0,0,0,0,0,115.38
19.6,0,0,29.01,1.3,0,0,0,0,0,103.59
20.2,0,0,27.85,1.1,0,0,0,0,0,91.01
22.2,102,82,24.58,1.6,82,0,119,102,119,77.89
24.9,214,297,20.94,2,297,0,341,214,341,64.59
28.6,283,452,16.91,2,452,0,567,283,567,51.16
32.8,328,552,13.31,2.3,552,0,764,328,764,37.77
35.7,352,615,11.39,2.6,615,0,910,352,910,24.8
37.3,365,642,10.36,2.4,642,0,989,365,989,13.82
38.4,356,660,9.58,2.2,660,0,1001,356,1001,12.6
38.9,336,651,9.1,2.1,651,0,936,336,936,22.76
39,310,605,8.83,2.1,605,0,803,310,803,35.57
38.7,269,525,8.76,2,525,0,615,269,615,48.92
37.4,211,387,9.16,1.4,387,0,391,211,391,62.36
35.4,122,165,10.34,0.9,165,0,163,122,163,75.67
33.6,2,0,11.04,0.9,0,0,2,2,2,88.52
32.2,0,0,11.72,1,0,0,0,0,0,101.48
